day,well_role,injection_flow,extraction_flow,ph,dissolved_oxygen,uranium_assay,synthetic_record
265,injector_2,1.334097,0.000000,6.537857,2.351626,2.259881,True
265,injector_3,1.362852,0.000000,6.598589,2.307130,,True
265,injector_4,1.309420,0.000000,6.703499,2.268535,,True
266,central_extraction,0.000000,5.162201,6.668869,2.419807,,True
266,injector_1,1.318907,0.000000,6.614424,2.452569,,True
266,injector_2,1.390645,0.000000,6.551006,2.361087,,True
266,injector_3,1.322511,0.000000,6.635313,2.332813,2.225079,True
266,injector_4,1.324730,0.000000,6.712646,2.114177,,True
267,central_extraction,0.000000,5.290886,6.685491,2.449334,2.195040,True
267,injector_1,1.374008,0.000000,6.566067,2.547672,2.166994,True
267,injector_2,1.280770,0.000000,6.568123,2.358427,,True
267,injector_3,1.312039,0.000000,6.597494,2.253195,,True
267,injector_4,1.335488,0.000000,6.703150,2.204943,2.303970,True
268,central_extraction,0.000000,5.203987,6.654361,2.455649,,True
268,injector_1,1.311913,0.000000,6.556604,2.442791,,True
268,injector_2,1.324768,0.000000,6.571611,2.345892,2.271424,True
268,injector_3,1.356769,0.000000,6.618018,2.240099,,True
268,injector_4,1.329621,0.000000,6.690826,2.168434,,True
269,central_extraction,0.000000,5.179869,6.660637,2.541281,,True
269,injector_1,1.288399,0.000000,6.515915,2.372363,,True
269,injector_2,1.313929,0.000000,6.606276,2.379487,,True
269,injector_3,1.321496,0.000000,6.578906,2.315550,,True
269,injector_4,1.364009,0.000000,6.696729,2.229306,,True
270,central_extraction,0.000000,5.257189,6.655803,2.473483,2.220692,True
270,injector_1,1.292330,0.000000,6.543622,2.307539,2.274100,True
270,injector_2,1.354718,0.000000,6.588273,2.368003,,True
270,injector_3,1.343591,0.000000,6.615906,2.192695,,True
270,injector_4,1.350244,0.000000,6.714707,2.131531,2.303202,True
271,central_extraction,0.000000,5.214938,6.674161,2.432849,,True
271,injector_1,1.257995,0.000000,6.557002,2.397557,,True
271,injector_2,1.347322,0.000000,6.566652,2.271142,2.379617,True
271,injector_3,1.403723,0.000000,6.633654,2.270078,,True
271,injector_4,1.323809,0.000000,6.691845,2.182613,,True
272,central_extraction,0.000000,5.204096,6.667860,2.416939,,True
272,injector_1,1.170063,0.000000,6.574312,2.398164,,True
272,injector_2,1.334273,0.000000,6.587779,2.324458,,True
272,injector_3,1.323793,0.000000,6.614938,2.185763,2.299939,True
272,injector_4,1.261121,0.000000,6.725929,2.096919,,True
273,central_extraction,0.000000,5.252773,6.639458,2.477343,2.274247,True
273,injector_1,1.288411,0.000000,6.577252,2.429160,2.223927,True
273,injector_2,1.385732,0.000000,6.573230,2.301417,,True
273,injector_3,1.326000,0.000000,6.668720,2.275165,,True
273,injector_4,1.292287,0.000000,6.758413,2.161173,2.194513,True
274,central_extraction,0.000000,5.169100,6.660712,2.442499,,True
274,injector_1,1.279505,0.000000,6.561332,2.394644,,True
274,injector_2,1.298440,0.000000,6.535093,2.331649,2.280448,True
274,injector_3,1.334228,0.000000,6.609242,2.275419,,True
274,injector_4,1.311412,0.000000,6.685905,2.224266,,True
275,central_extraction,0.000000,4.969819,6.630515,2.404623,,True
275,injector_1,1.287567,0.000000,6.572212,2.435815,,True
275,injector_2,1.261806,0.000000,6.555782,2.212697,,True
275,injector_3,1.351190,0.000000,6.656181,2.264879,2.307056,True
275,injector_4,1.337473,0.000000,6.737005,2.166710,,True
276,central_extraction,0.000000,5.153482,6.626009,2.387957,2.305627,True
276,injector_1,1.267798,0.000000,6.559790,2.336309,2.355509,True
276,injector_2,1.303745,0.000000,6.546238,2.278490,,True
276,injector_3,1.370124,0.000000,6.643158,2.238287,,True
276,injector_4,1.328857,0.000000,6.713606,2.144821,2.271706,True
277,central_extraction,0.000000,5.168964,6.649667,2.410732,,True
277,injector_1,1.190457,0.000000,6.537096,2.354329,,True
277,injector_2,1.330175,0.000000,6.538138,2.336488,2.348188,True
277,injector_3,1.291419,0.000000,6.642996,2.176961,,True
277,injector_4,1.326276,0.000000,6.696436,2.137199,,True
278,central_extraction,0.000000,5.141006,6.654424,2.413575,,True
278,injector_1,1.240225,0.000000,6.539087,2.341219,,True
278,injector_2,1.339597,0.000000,6.519924,2.341245,,True
278,injector_3,1.415056,0.000000,6.641186,2.189789,2.352542,True
278,injector_4,1.322534,0.000000,6.722696,2.098410,,True
279,central_extraction,0.000000,5.172621,6.659332,2.385114,2.320481,True
279,injector_1,1.187565,0.000000,6.530895,2.346930,2.329735,True
279,injector_2,1.303552,0.000000,6.582706,2.246594,,True
279,injector_3,1.296743,0.000000,6.634560,2.215631,,True
279,injector_4,1.385436,0.000000,6.703239,2.203086,2.248349,True
280,central_extraction,0.000000,5.022285,6.610379,2.468315,,True
280,injector_1,1.174728,0.000000,6.527956,2.255177,,True
280,injector_2,1.300528,0.000000,6.601921,2.263932,2.327876,True
280,injector_3,1.347363,0.000000,6.685468,2.166220,,True
280,injector_4,1.331730,0.000000,6.783116,2.087088,,True
281,central_extraction,0.000000,5.182204,6.602553,2.473327,,True
281,injector_1,1.214114,0.000000,6.574350,2.301826,,True
281,injector_2,1.321491,0.000000,6.578930,2.270476,,True
281,injector_3,1.313428,0.000000,6.659386,2.233098,2.411148,True
281,injector_4,1.320448,0.000000,6.699079,2.090138,,True
282,central_extraction,0.000000,4.941623,6.602096,2.382126,2.306325,True
282,injector_1,1.208066,0.000000,6.574313,2.296495,2.255178,True
282,injector_2,1.289559,0.000000,6.591860,2.148089,,True
282,injector_3,1.283805,0.000000,6.677016,2.189479,,True
282,injector_4,1.372121,0.000000,6.740136,2.122525,2.264810,True
283,central_extraction,0.000000,4.998085,6.630274,2.409146,,True
283,injector_1,1.217879,0.000000,6.552507,2.263003,,True
283,injector_2,1.269350,0.000000,6.550641,2.200813,2.425600,True
283,injector_3,1.358105,0.000000,6.660717,2.176709,,True
283,injector_4,1.327081,0.000000,6.700209,2.034803,,True
284,central_extraction,0.000000,5.018581,6.595112,2.415682,,True
284,injector_1,1.165294,0.000000,6.572476,2.316019,,True
284,injector_2,1.279560,0.000000,6.585175,2.214972,,True
284,injector_3,1.318331,0.000000,6.656011,2.202898,2.359970,True
284,injector_4,1.309632,0.000000,6.730021,2.070162,,True
285,central_extraction,0.000000,5.076146,6.630171,2.359940,2.327471,True
285,injector_1,1.169468,0.000000,6.559876,2.322639,2.333948,True
285,injector_2,1.221736,0.000000,6.564071,2.284635,,True
285,injector_3,1.369869,0.000000,6.682402,2.128848,,True
285,injector_4,1.373211,0.000000,6.763830,2.024445,,True
286,central_extraction,0.000000,4.978933,6.660171,2.328820,,True
286,injector_1,1.137282,0.000000,6.576924,2.183030,,True
286,injector_2,1.276795,0.000000,6.592432,2.142987,2.357179,True
286,injector_3,1.312268,0.000000,6.708558,2.142935,,True
286,injector_4,1.338198,0.000000,6.748110,2.039444,,True
287,central_extraction,0.000000,4.988146,6.572443,2.289297,,True
287,injector_1,1.098303,0.000000,6.535645,2.228148,,True
287,injector_2,1.323127,0.000000,6.598895,2.191034,,True
287,injector_3,1.293313,0.000000,6.676171,2.161546,2.356746,True
287,injector_4,1.324809,0.000000,6.733733,2.071710,,True
288,central_extraction,0.000000,5.039756,6.606037,2.299616,2.314121,True
288,injector_1,1.146520,0.000000,6.501785,2.297632,,True
288,injector_2,1.231536,0.000000,6.588699,2.181691,,True
288,injector_3,1.320970,0.000000,6.677599,2.099590,,True
288,injector_4,1.327626,0.000000,6.699936,1.977885,2.345328,True
289,central_extraction,0.000000,4.983313,6.583857,2.367582,,True
289,injector_1,1.148358,0.000000,6.556904,2.226499,,True
289,injector_2,1.232713,0.000000,6.609413,2.146554,2.292807,True
289,injector_3,1.302407,0.000000,6.611859,2.116045,,True
289,injector_4,1.346165,0.000000,6.761440,2.074200,,True
290,central_extraction,0.000000,5.007872,6.570222,2.250621,,True
290,injector_1,1.184817,0.000000,6.570577,2.293845,,True
290,injector_2,1.263964,0.000000,6.563773,2.188893,,True
290,injector_3,1.279292,0.000000,6.657816,2.028245,2.259071,True
290,injector_4,1.371869,0.000000,6.717419,2.028196,,True
291,central_extraction,0.000000,4.983286,6.567139,2.288097,2.215519,True
291,injector_1,1.129618,0.000000,6.512729,2.272218,2.272431,True
291,injector_2,1.275433,0.000000,6.616716,2.128736,,True
291,injector_3,1.219959,0.000000,6.675455,2.102605,,True
291,injector_4,1.265462,0.000000,6.742619,2.076152,2.161826,True
292,central_extraction,0.000000,4.941041,6.612908,2.309534,,True
292,injector_1,1.055104,0.000000,6.541529,2.170726,,True
292,injector_2,1.231338,0.000000,6.592325,2.130377,2.296875,True
292,injector_3,1.299937,0.000000,6.687136,2.065574,,True
292,injector_4,1.307293,0.000000,6.750098,2.068110,,True
293,central_extraction,0.000000,4.847483,6.645803,2.314664,,True
293,injector_1,1.061581,0.000000,6.509542,2.192530,,True
293,injector_2,1.226883,0.000000,6.607311,2.185082,,True
293,injector_3,1.288160,0.000000,6.717261,2.024321,2.333959,True
293,injector_4,1.294592,0.000000,6.760781,2.031185,,True
294,central_extraction,0.000000,4.833914,6.565670,2.314476,2.227716,True
294,injector_1,1.002318,0.000000,6.585308,2.186209,2.283277,True
294,injector_2,1.217577,0.000000,6.619828,2.127811,,True
294,injector_3,1.284996,0.000000,6.712149,2.053815,,True
294,injector_4,1.330386,0.000000,6.736912,2.034320,2.251602,True
295,central_extraction,0.000000,4.670115,6.601730,2.265479,,True
295,injector_1,1.035612,0.000000,6.555450,2.237773,,True
295,injector_2,1.206818,0.000000,6.608976,2.210158,2.284051,True
295,injector_3,1.264313,0.000000,6.673487,2.058522,,True
295,injector_4,1.339164,0.000000,6.744419,2.041245,,True
296,central_extraction,0.000000,4.699752,6.596444,2.273949,,True
296,injector_1,1.047268,0.000000,6.551361,2.203017,,True
296,injector_2,1.177374,0.000000,6.603951,2.145431,,True
296,injector_3,1.267786,0.000000,6.691515,2.062636,2.289590,True
296,injector_4,1.367819,0.000000,6.745467,2.091109,,True
297,central_extraction,0.000000,4.707508,6.568980,2.301887,2.171374,True
297,injector_1,1.037428,0.000000,6.543899,2.186940,2.347144,True
297,injector_2,1.153507,0.000000,6.650777,2.143300,,True
297,injector_3,1.228699,0.000000,6.708726,2.032725,,True
297,injector_4,1.295778,0.000000,6.738851,2.023641,2.113462,True
298,central_extraction,0.000000,4.822728,6.611975,2.205576,,True
298,injector_1,1.098743,0.000000,6.574279,2.180778,,True
298,injector_2,1.248803,0.000000,6.641435,2.081168,2.299477,True
298,injector_3,1.187037,0.000000,6.722429,2.038748,,True
298,injector_4,1.301442,0.000000,6.743415,2.124779,,True
299,central_extraction,0.000000,4.712274,6.577348,2.245297,,True
299,injector_1,1.018689,0.000000,6.554724,2.103392,,True
299,injector_2,1.228779,0.000000,6.652377,2.104924,,True
299,injector_3,1.262408,0.000000,6.765813,1.996763,2.196053,True
299,injector_4,1.261317,0.000000,6.732730,2.090703,,True
300,central_extraction,0.000000,4.635544,6.573992,2.243599,2.235071,True
300,injector_1,1.045237,0.000000,6.592896,2.115725,2.241505,True
300,injector_2,1.141825,0.000000,6.639127,2.093239,,True
300,injector_3,1.252389,0.000000,6.730383,2.041621,,True
300,injector_4,1.280742,0.000000,6.737679,2.046686,2.083332,True
301,central_extraction,0.000000,4.701987,6.526841,2.219810,,True
301,injector_1,1.042455,0.000000,6.565950,2.145186,,True
301,injector_2,1.168147,0.000000,6.646776,2.025187,2.183555,True
301,injector_3,1.310804,0.000000,6.723259,2.088803,,True
301,injector_4,1.325648,0.000000,6.771484,2.093910,,True
302,central_extraction,0.000000,4.761319,6.548694,2.204841,,True
302,injector_1,1.093863,0.000000,6.534735,2.088057,,True
302,injector_2,1.107792,0.000000,6.609503,2.048744,,True
302,injector_3,1.240099,0.000000,6.745347,2.073916,2.188026,True
302,injector_4,1.266668,0.000000,6.712408,2.061290,,True
303,central_extraction,0.000000,4.689693,6.544810,2.191567,2.051393,True
303,injector_1,1.072651,0.000000,6.534879,2.119653,2.194246,True
303,injector_2,1.117280,0.000000,6.662633,2.031229,,True
303,injector_3,1.247442,0.000000,6.704467,1.984120,,True
303,injector_4,1.250214,0.000000,6.774420,2.067845,2.012121,True
304,central_extraction,0.000000,4.632157,6.571544,2.206621,,True
304,injector_1,0.931008,0.000000,6.549684,2.111670,,True
304,injector_2,1.172436,0.000000,6.645570,2.048544,,True
304,injector_3,1.222472,0.000000,6.697940,2.083883,,True
304,injector_4,1.333058,0.000000,6.720019,2.031047,,True
305,central_extraction,0.000000,4.616540,6.534635,2.177491,,True
305,injector_1,0.998030,0.000000,6.535058,2.126706,,True
305,injector_2,1.043830,0.000000,6.635414,2.092478,,True
305,injector_3,1.170032,0.000000,6.724741,1.983166,2.100035,True
305,injector_4,1.298916,0.000000,6.740598,1.968910,,True
306,central_extraction,0.000000,4.598807,6.573305,2.140526,,True
306,injector_1,1.096571,0.000000,6.503189,2.050714,2.145154,True
306,injector_2,1.126270,0.000000,6.641358,2.082291,,True
306,injector_3,1.198822,0.000000,6.689891,2.081978,,True
306,injector_4,1.276571,0.000000,6.748454,2.106387,2.112007,True
307,central_extraction,0.000000,4.414246,6.563616,2.178745,,True
307,injector_1,0.973454,0.000000,6.549361,2.087044,,True
307,injector_2,1.088975,0.000000,6.703471,2.033613,2.103757,True
307,injector_3,1.257098,0.000000,6.743890,2.056907,,True
307,injector_4,1.261420,0.000000,6.756334,2.063077,,True
308,central_extraction,0.000000,4.344663,6.571469,2.185137,,True
308,injector_1,1.036532,0.000000,6.563976,2.125658,,True
308,injector_2,1.167785,0.000000,6.659333,2.025149,,True
308,injector_3,1.232980,0.000000,6.774776,2.035925,2.010929,True
308,injector_4,1.268494,0.000000,6.744181,2.087431,,True
309,central_extraction,0.000000,4.500535,6.530200,2.106517,2.040354,True
309,injector_1,1.042890,0.000000,6.613502,2.074365,2.044083,True
309,injector_2,1.133265,0.000000,6.691241,2.111296,,True
309,injector_3,1.210428,0.000000,6.749632,2.041804,,True
309,injector_4,1.188885,0.000000,6.765791,2.057706,1.957122,True
310,central_extraction,0.000000,4.557730,6.537095,2.132788,,True
310,injector_1,1.045544,0.000000,6.566966,2.103288,,True
310,injector_2,1.109607,0.000000,6.643259,2.017879,2.088396,True
310,injector_3,1.235673,0.000000,6.736946,2.185475,,True
310,injector_4,1.248331,0.000000,6.732957,2.073937,,True
311,central_extraction,0.000000,4.709199,6.570433,2.118225,,True
311,injector_1,0.980803,0.000000,6.574720,2.104532,,True
311,injector_2,1.040322,0.000000,6.691844,2.084987,,True
311,injector_3,1.152763,0.000000,6.758511,2.023892,1.861116,True
311,injector_4,1.291143,0.000000,6.777686,2.110180,,True
312,central_extraction,0.000000,4.417791,6.546939,2.084762,2.021066,True
312,injector_1,0.986961,0.000000,6.493363,2.041093,1.998348,True
312,injector_2,1.068498,0.000000,6.673630,2.070596,,True
312,injector_3,1.190942,0.000000,6.756114,2.049657,,True
312,injector_4,1.246884,0.000000,6.722454,2.022826,1.882806,True
313,central_extraction,0.000000,4.561955,6.547512,2.046709,,True
313,injector_1,1.041626,0.000000,6.574224,2.099732,,True
313,injector_2,1.061298,0.000000,6.674264,2.098118,1.904841,True
313,injector_3,1.165918,0.000000,6.754221,2.069702,,True
313,injector_4,1.261266,0.000000,6.730055,2.121157,,True
314,central_extraction,0.000000,4.327440,6.536111,2.133391,,True
314,injector_1,1.047459,0.000000,6.595551,2.057704,,True
314,injector_2,1.152552,0.000000,6.684810,1.995475,,True
314,injector_3,1.208514,0.000000,6.764532,2.032072,1.881112,True
314,injector_4,1.230028,0.000000,6.744459,2.114068,,True
315,central_extraction,0.000000,4.554382,6.500629,2.137229,1.962716,True
315,injector_1,1.007695,0.000000,6.560781,2.034881,1.879666,True
315,injector_2,1.071227,0.000000,6.644622,2.007360,,True
315,injector_3,1.189827,0.000000,6.746162,2.005294,,True
315,injector_4,1.183536,0.000000,6.724391,2.148588,1.781438,True
316,central_extraction,0.000000,4.536908,6.548540,2.028938,,True
316,injector_1,1.007362,0.000000,6.578844,2.043014,,True
316,injector_2,1.020231,0.000000,6.685430,2.079664,1.906256,True
316,injector_3,1.081333,0.000000,6.775004,2.105009,,True
316,injector_4,1.163774,0.000000,6.672933,2.153325,,True
317,central_extraction,0.000000,4.532415,6.537822,2.067952,,True
317,injector_1,1.035459,0.000000,6.624339,2.078319,,True
317,injector_2,1.079183,0.000000,6.666501,1.984611,,True
317,injector_3,1.117621,0.000000,6.746570,2.077385,1.874111,True
317,injector_4,1.168782,0.000000,6.730928,2.131359,,True
318,central_extraction,0.000000,4.355415,6.561347,2.067613,1.938538,True
318,injector_1,1.087990,0.000000,6.615183,2.095052,1.993877,True
318,injector_2,0.967287,0.000000,6.671247,2.038204,,True
318,injector_3,1.071809,0.000000,6.763494,2.061836,,True
318,injector_4,1.174925,0.000000,6.724139,2.168094,1.788213,True
319,central_extraction,0.000000,4.288408,6.566295,2.062456,,True
319,injector_1,0.953269,0.000000,6.593321,2.057474,,True
319,injector_2,0.953947,0.000000,6.653682,2.043165,1.868060,True
319,injector_3,1.095620,0.000000,6.703126,2.139366,,True
319,injector_4,1.173638,0.000000,6.714426,2.085792,,True
320,central_extraction,0.000000,4.363306,6.595698,2.014496,,True
320,injector_1,1.007290,0.000000,6.546153,2.047011,,True
320,injector_2,0.982784,0.000000,6.686618,2.074950,,True
320,injector_3,1.112595,0.000000,6.742303,2.093952,,True
320,injector_4,1.185882,0.000000,6.710737,2.172127,,True
321,central_extraction,0.000000,4.244420,6.594942,2.033241,1.790239,True
321,injector_1,1.023835,0.000000,6.595073,2.108933,1.925275,True
321,injector_2,1.045458,0.000000,6.676364,2.037095,,True
321,injector_3,1.127760,0.000000,6.753215,2.081530,,True
321,injector_4,1.137704,0.000000,6.712130,2.180127,1.856379,True
322,central_extraction,0.000000,4.195075,6.582016,2.092883,,True
322,injector_1,1.011079,0.000000,6.613595,2.072717,,True
322,injector_2,1.013666,0.000000,6.673847,2.016005,1.775941,True
322,injector_3,1.061880,0.000000,6.752662,2.173263,,True
322,injector_4,1.139804,0.000000,6.708038,2.160889,,True
323,central_extraction,0.000000,4.222286,6.555256,2.030626,,True
323,injector_1,0.982659,0.000000,6.546198,2.071485,,True
323,injector_2,1.056651,0.000000,6.718264,2.098192,,True
323,injector_3,1.126004,0.000000,6.749180,2.006740,1.735166,True
323,injector_4,1.154727,0.000000,6.682118,2.172841,,True
324,central_extraction,0.000000,4.270279,6.544286,1.998592,1.766741,True
324,injector_1,1.011213,0.000000,6.605122,2.093412,1.875576,True
324,injector_2,0.940376,0.000000,6.652608,2.051127,,True
324,injector_3,1.085250,0.000000,6.763964,2.123197,,True
324,injector_4,1.115370,0.000000,6.677939,2.191050,1.780514,True
325,central_extraction,0.000000,4.129115,6.582711,2.065919,,True
325,injector_1,1.108368,0.000000,6.633346,2.093306,,True
325,injector_2,1.021593,0.000000,6.745875,2.072118,1.753726,True
325,injector_3,1.110724,0.000000,6.751554,2.162796,,True
325,injector_4,1.114658,0.000000,6.730069,2.125310,,True
326,central_extraction,0.000000,4.314510,6.586517,2.020677,,True
326,injector_1,1.072730,0.000000,6.574556,2.074030,,True
326,injector_2,1.030556,0.000000,6.721325,2.046290,,True
326,injector_3,1.091906,0.000000,6.752197,2.193343,1.722607,True
326,injector_4,1.078001,0.000000,6.730216,2.296010,,True
327,central_extraction,0.000000,4.182192,6.558203,2.009145,1.751179,True
327,injector_1,1.110278,0.000000,6.599558,2.060846,1.783473,True
327,injector_2,0.990115,0.000000,6.704191,2.141613,,True
327,injector_3,1.074438,0.000000,6.725267,2.148776,,True
327,injector_4,1.135398,0.000000,6.716204,2.239878,1.684920,True
328,central_extraction,0.000000,4.364214,6.569664,2.058201,,True
328,injector_1,1.116274,0.000000,6.609212,2.047233,,True
328,injector_2,0.977679,0.000000,6.740315,2.143797,1.678631,True
328,injector_3,1.101790,0.000000,6.725426,2.141459,,True
328,injector_4,1.089442,0.000000,6.671775,2.200945,,True
329,central_extraction,0.000000,4.229063,6.563213,2.039726,,True
329,injector_1,1.052648,0.000000,6.651836,2.072327,,True
329,injector_2,1.002206,0.000000,6.716551,2.055431,,True
329,injector_3,1.066087,0.000000,6.768163,2.126131,1.649877,True
329,injector_4,1.161886,0.000000,6.712347,2.278122,,True
330,central_extraction,0.000000,4.197498,6.535572,2.017129,1.623744,True
330,injector_1,1.117150,0.000000,6.614440,2.108354,1.689218,True
330,injector_2,1.033411,0.000000,6.710581,2.077680,,True
330,injector_3,1.035112,0.000000,6.705458,2.130169,,True
330,injector_4,1.103612,0.000000,6.730836,2.226147,1.635417,True
331,central_extraction,0.000000,4.201536,6.546443,2.041313,,True
331,injector_1,1.158259,0.000000,6.657911,2.034510,,True
331,injector_2,1.067461,0.000000,6.736733,2.134456,1.652499,True
331,injector_3,1.036433,0.000000,6.704761,2.124191,,True
331,injector_4,1.140726,0.000000,6.715410,2.273757,,True
332,central_extraction,0.000000,4.256844,6.552337,2.056097,,True
332,injector_1,1.164781,0.000000,6.629861,2.069163,,True
332,injector_2,1.048948,0.000000,6.706203,2.138675,,True
332,injector_3,1.068335,0.000000,6.790923,2.155984,1.635979,True
332,injector_4,1.104440,0.000000,6.649339,2.279610,,True
333,central_extraction,0.000000,4.298070,6.598459,2.067778,1.697510,True
333,injector_1,1.166084,0.000000,6.657208,2.132545,1.667087,True
333,injector_2,1.016028,0.000000,6.728656,2.154241,,True
333,injector_3,1.055833,0.000000,6.731573,2.241397,,True
333,injector_4,1.092684,0.000000,6.646168,2.236845,1.604437,True
334,central_extraction,0.000000,4.260418,6.540200,2.062063,,True
334,injector_1,1.097320,0.000000,6.612459,2.147942,,True
334,injector_2,0.964883,0.000000,6.676872,2.158563,1.591840,True
334,injector_3,1.077792,0.000000,6.781128,2.161156,,True
334,injector_4,1.107182,0.000000,6.676829,2.327554,,True
335,central_extraction,0.000000,4.301430,6.565769,2.030161,,True
335,injector_1,1.151241,0.000000,6.637116,2.036878,,True
335,injector_2,0.979970,0.000000,6.700453,2.148678,,True
335,injector_3,1.026261,0.000000,6.683295,2.260680,1.466626,True
335,injector_4,1.060617,0.000000,6.678127,2.343766,,True
336,central_extraction,0.000000,4.270194,6.556423,2.081259,1.597566,True
336,injector_1,1.146585,0.000000,6.702131,2.153449,1.612488,True
336,injector_2,1.068379,0.000000,6.729450,2.125461,,True
336,injector_3,1.064455,0.000000,6.762261,2.209550,,True
336,injector_4,1.105304,0.000000,6.662351,2.292748,,True
337,central_extraction,0.000000,4.222712,6.556320,2.077757,,True
337,injector_1,1.172382,0.000000,6.667558,2.069065,,True
337,injector_2,1.086485,0.000000,6.734954,2.078908,1.588364,True
337,injector_3,1.119509,0.000000,6.737364,2.213565,,True
337,injector_4,1.071433,0.000000,6.618796,2.373722,,True
338,central_extraction,0.000000,4.276279,6.530783,2.037779,,True
338,injector_1,1.135158,0.000000,6.643824,2.089855,,True
338,injector_2,0.938399,0.000000,6.751251,2.143118,,True
338,injector_3,1.027419,0.000000,6.713743,2.280385,1.491408,True
338,injector_4,1.069166,0.000000,6.646486,2.366067,,True
339,central_extraction,0.000000,4.353721,6.550093,2.102632,1.517718,True
339,injector_1,1.174477,0.000000,6.696746,2.103084,,True
339,injector_2,1.056309,0.000000,6.803665,2.197317,,True
339,injector_3,1.007687,0.000000,6.771928,2.233854,,True
339,injector_4,1.043289,0.000000,6.629356,2.348278,1.573888,True
340,central_extraction,0.000000,4.404471,6.572297,2.097553,,True
340,injector_1,1.236665,0.000000,6.617217,2.134266,,True
340,injector_2,1.077387,0.000000,6.730312,2.134213,1.479320,True
340,injector_3,1.043844,0.000000,6.776205,2.212563,,True
340,injector_4,1.070863,0.000000,6.623658,2.310232,,True
341,central_extraction,0.000000,4.138066,6.599076,2.093325,,True
341,injector_1,1.171181,0.000000,6.629106,2.215005,,True
341,injector_2,0.988332,0.000000,6.778131,2.227013,,True
341,injector_3,0.987891,0.000000,6.745292,2.236834,1.348543,True
341,injector_4,1.138718,0.000000,6.637347,2.318117,,True
342,central_extraction,0.000000,4.127485,6.580796,2.044813,1.485002,True
342,injector_1,1.186323,0.000000,6.665213,2.101270,1.416060,True
342,injector_2,1.075725,0.000000,6.724068,2.239234,,True
342,injector_3,1.060701,0.000000,6.704270,2.288354,,True
342,injector_4,1.037924,0.000000,6.604285,2.328142,1.531120,True
343,central_extraction,0.000000,4.312760,6.598362,2.058340,,True
343,injector_1,1.251644,0.000000,6.695634,2.118759,,True
343,injector_2,1.010564,0.000000,6.743790,2.242453,1.406125,True
343,injector_3,1.003506,0.000000,6.697867,2.313414,,True
343,injector_4,1.117062,0.000000,6.611593,2.376273,,True
344,central_extraction,0.000000,4.252918,6.625479,2.136310,,True
344,injector_1,1.153389,0.000000,6.631298,2.101657,,True
344,injector_2,1.078103,0.000000,6.751716,2.263601,,True
344,injector_3,0.966288,0.000000,6.743337,2.373196,1.484133,True
344,injector_4,1.033388,0.000000,6.595251,2.337797,,True
345,central_extraction,0.000000,4.349833,6.645392,2.097928,1.499694,True
345,injector_1,1.263851,0.000000,6.682636,2.184726,1.426838,True
345,injector_2,1.005721,0.000000,6.747299,2.216100,,True
345,injector_3,1.025888,0.000000,6.752773,2.256948,,True
345,injector_4,1.057949,0.000000,6.637047,2.338387,1.462563,True
346,central_extraction,0.000000,4.312790,6.623476,2.131337,,True
346,injector_1,1.190048,0.000000,6.672419,2.180477,,True
346,injector_2,1.124193,0.000000,6.779092,2.255239,1.339516,True
346,injector_3,1.051814,0.000000,6.724044,2.346058,,True
346,injector_4,1.036935,0.000000,6.622623,2.422817,,True
347,central_extraction,0.000000,4.217793,6.614290,2.098775,,True
347,injector_1,1.256271,0.000000,6.734286,2.126139,,True
347,injector_2,1.097893,0.000000,6.751531,2.238443,,True
347,injector_3,1.061803,0.000000,6.714694,2.338055,1.330304,True
347,injector_4,1.077557,0.000000,6.616740,2.391796,,True
348,central_extraction,0.000000,4.402568,6.634396,2.154146,1.389459,True
348,injector_1,1.216971,0.000000,6.703362,2.224337,1.366357,True
348,injector_2,1.123148,0.000000,6.728300,2.164813,,True
348,injector_3,1.003966,0.000000,6.738263,2.355776,,True
348,injector_4,1.033940,0.000000,6.644168,2.362691,1.426726,True
349,central_extraction,0.000000,4.320588,6.618611,2.048021,,True
349,injector_1,1.257059,0.000000,6.676981,2.150935,,True
349,injector_2,1.052003,0.000000,6.801800,2.291032,1.250229,True
349,injector_3,1.019440,0.000000,6.688561,2.394402,,True
349,injector_4,1.040848,0.000000,6.638146,2.381287,,True
350,central_extraction,0.000000,4.483837,6.561745,2.211026,,True
350,injector_1,1.247375,0.000000,6.672465,2.162370,,True
350,injector_2,1.066622,0.000000,6.729637,2.230464,,True
350,injector_3,1.013266,0.000000,6.688788,2.351687,1.291153,True
350,injector_4,1.007318,0.000000,6.633435,2.499901,,True
351,central_extraction,0.000000,4.408163,6.566846,2.101299,1.255114,True
351,injector_1,1.289907,0.000000,6.676000,2.223946,1.247632,True
351,injector_2,1.047845,0.000000,6.730636,2.251176,,True
351,injector_3,0.988933,0.000000,6.718183,2.410596,,True
351,injector_4,1.037965,0.000000,6.640554,2.460414,1.336314,True
352,central_extraction,0.000000,4.310718,6.618056,2.151334,,True
352,injector_1,1.250688,0.000000,6.681291,2.247238,,True
352,injector_2,1.109643,0.000000,6.761794,2.316608,1.280931,True
352,injector_3,1.050047,0.000000,6.700280,2.409180,,True
352,injector_4,1.036208,0.000000,6.627524,2.449671,,True
353,central_extraction,0.000000,4.257596,6.604711,2.255604,,True
353,injector_1,1.289444,0.000000,6.734579,2.210864,,True
353,injector_2,1.120366,0.000000,6.742799,2.304436,,True
353,injector_3,1.026680,0.000000,6.695281,2.401540,1.270151,True
353,injector_4,1.047638,0.000000,6.625819,2.464163,,True
